Car Name,Price
للايجار يومي بالسائق افراح Mghs2022,EGP 700
جوز فوانيس اسكودا a5 استيراد اصلى ومتلمعين ولايوجد خرابيش واله كسور,"EGP 4,000"
Mercedes Benz E320 مرسيدس بنز اي ٣٢٠,"EGP 565,000"
كرولا ٢٠١٩,"EGP 700,000"
نيسان صني,"EGP 269,000"
تويوتا كورولا الفئة التانيه,"EGP 850,000"
بى وى دى f3 منيوال,"EGP 170,000"
اكسنت rb 2012 كاملة اوتوماتيك خليجى اول يد من الزيرو,"EGP 285,000"
قطع غيار النترا AD  2019,"EGP 1,000"
شيفروليه اوبترا للايجار من غير ساءق,"EGP 6,500"
بيجو ٣٠٠٨ وارد الامارات توب لاين فبريكا بالكامل بره و جوه,"EGP 415,000"
فورد . ويندستار ٧ راكب عائلية موديل ٢٠٠٠,"EGP 200,000"
كسر زيرو صني ٢٠٢٠ سوير صالون بحالة المصنع,"EGP 395,000"
زينون للبيع,EGP 450
Range Rover Velar 2022 فيلار ٢٠٢٢,"EGP 3,850,000"
منافول جلوري ايجل ٥٨٠ زيرو من التوكيل مركبش نهائي,"EGP 1,800"
Mercedes Glc 300 جي ال سي,"EGP 3,600,000"
citroen c4,"EGP 390,000"
جنوط 17,"EGP 6,000"
افانتي ٢٠١٢ توب لاين معاقين تلفون 01272725025,"EGP 320,000"
سوزوكي ارتيجا,"EGP 350,000"
لانسر حاله شاذه كالزيرو,"EGP 478,000"
اوبل استرا 2021 تيربو اعلي فئه فبريكا بالكامل صيانات توكيل من الزيرو,"EGP 490,000"
كيا سيراتو ٢٠١٠ هاى لاين بصمة,"EGP 358,000"
BMW 318 - 2017,"EGP 850,000"
فيرنا فابريكه بره وجوه كامله اتوماتيك,"EGP 215,000"
٢فانوس امامي لادا جرانتا,"EGP 3,000"
فانوس امامي اسكوداA5,"EGP 1,200"
زيرو اوبل 2021 أعلي فئه بانوراما ضمان الوكيل زيرو زيرو,"EGP 775,000"
لافيتا ٢٠٠٢ بحاله الزيرو,"EGP 262,000"
٢ فانوس امامي  BMW    E90,"EGP 1,650"
ريداتير مازدا 3,"EGP 1,500"
Mercedes CLA 180,"EGP 2,200,000"
رينو لوجان ٢٠١٤,"EGP 195,000"
كراسي سياره,"EGP 1,000"
للايجار الابسوعى / ١٥ يوم/ شهري,EGP 300
سياره اكسيل  67000,"EGP 67,000"
بيجو 406موديل 1997,"EGP 88,000"
كامبر كيت أصلي Skunk2,"EGP 5,500"
شيفروليه اوبترا2021,"EGP 320,000"
صاج تيل فرامل لانسر,EGP 150
218 i for sale 2021,"EGP 1,450,000"
Toyota Corolla,"EGP 520,000"
mersedes E300 2010,"EGP 950,000"
كبوت فيرنا,"EGP 3,700"
مستلزمات اطفال,EGP 350
كرسى سيارة,"EGP 1,500"
النترا ad فيس ليفت فابريكه,"EGP 540,000"
شيفروليه اوبترا ٢٠١٩,"EGP 308,000"
عربيه للبيع,"EGP 150,000"
رديتر  مانول استراد,"EGP 1,200"
رينو كليو 2002,EGP 600
اكسنت RB ٢٠١٢ مستوردة كاملا من كوريا حالة ممتازة اول يد بدون توكيلات ا,"EGP 320,000"
قطع غيار بولو للبيع,EGP 400
فرش أبواب فيرنا للبيع,"EGP 1,500"
كيا سبورتاج 2022 اول فئه زيرو,"EGP 1,000,000"
سياره للبيع,"EGP 250,000"
خدمه توصيل لموزين  دخل الاسكندريه وخارجها,EGP 250
سوزوكي سيلاريو كسر زيرو، اعلى فئة,"EGP 390,000"
هيونداي النترا cn7 2022 فئه 3 كسر زيرو,"EGP 750,000"
طاره هوندا,EGP 500
فيرنا 2008 فبريكه 1600,"EGP 155,000"
اسكودا اوكتافيا  a8 2022 امبيشن 2000k,"EGP 1,130,000"
للبيع جيب ليبرتى ٢٠٠٦ اعلى فئه فتحه سقف,"EGP 280,000"
لانسر بومه,"EGP 290,000"
دايو نوبيرا٢٠٠٥رشه بره دواخل جديده,"EGP 135,000"
car seat,"EGP 1,000"
سكودا كودياك اسبورت لاين ضمان الوكيل,"EGP 2,200,000"
سياره عائليه فاخرة ٧ مقاعد للايجار اليومي بالسائق فقط,"EGP 2,000"
رينو لوجان ٢٠١٩,"EGP 288,000"
"E250 Cabriolet 2010 20,000 Kilos Only !","EGP 1,650,000"
كابوت اصلي بتاع بلاده elantra ad 2020 كبوت النترا AD فابريكا إلنترا,"EGP 8,000"
ادفع 125 الف وقسط الباقي واستلم نيسان صني 2013 كسر زيرو,"EGP 125,000"
BMW X3 2010 بالزمالك,"EGP 520,000"
car seat,EGP 850
شيفروليه اوبترا هاي لاين,"EGP 410,000"
ميجان ٢ للبيع اخر شكل ف الميجان مانيول صفر اعطال ٢٠١٠ للتواصل الجادين,"EGP 192,000"
قطع غيار واكسسوار ١٢٧ و ١٢٨,EGP 100
سيارة فولكس بوينتر ٢٠٠٤,"EGP 120,000"
٢٠١٨ شكل جديد بدون دهان نهائي فابريكة من الاكصدام للاكصدام,"EGP 328,000"
كرسي بيبي هزاز بحالة جيدة جدا,EGP 300
خلع تأمين,"EGP 1,000"
كيا سيراتو فابريكا بإكمال بره وجوه عداد 120000,"EGP 550,000"
حاله نادره,"EGP 37,000"
مطلوب سيارات بدون سائق,"EGP 20,000"
Opel Mokka GS Line,"EGP 900,000"
megan 2006 manual price 145000,"EGP 145,000"
فيات سينا موديل ٢٠٠١,"EGP 65,000"
كشافات,"EGP 3,600"
سبرانزا a113,"EGP 128,000"
cn7 للايجار الشخصي فقط ٢٠٢١,"EGP 19,000"
اوكتافيا ٢٠٢١ فيريكه بالكامل,"EGP 1,025,000"
رداتير جيلي امجراند,EGP 200
BMW i 520 للايجار الشخصي فقط,"EGP 22,000"
كيا سبورتاج,"EGP 990,000"
شانجان ايدو2022 اتوماتيك / L2,"EGP 335,000"
وفر ١٠٠٠ ب٩٩٩ بدلا من ٢٠٠٠,EGP 990
مطلوب سياره للعمل ان دريف,"EGP 5,500"
للبيع كرسي  سيارة,EGP 350
لوجان 2011 مانيوال,"EGP 130,000"
هيونداي النترا md,"EGP 485,000"
كابوت مرسيدس GLC,EGP 500
هيونداي توسان,"EGP 795,000"
فوانيس نيسان n16 ودنجل استيراد,"EGP 1,000"
Skoda Octavia,"EGP 415,000"
نوبيرا 2 مانيوال فابريكا 2007,"EGP 142,000"
Toyota Corolla 2022 generation 4,"EGP 950,000"
جنط اصلى,"EGP 8,000"
فانوسين هيونداي H100,EGP 500
لانسر شارك ٢٠١٨,"EGP 510,000"
جيلي اميجراند اكس ٧ موديل ٢٠١٩ للبيع x7,"EGP 420,000"
مطلوب سيارة للأيجار,"EGP 7,000"
porshe macan S V6 3.0,"EGP 2,150,000"
c300 like new 63 kit 23000km,"EGP 2,300,000"
BYD f3,"EGP 124,000"
baic x3,"EGP 205,000"
نيسان سنترا 2022,"EGP 220,000"
EasyWay Limousine and rent,EGP 999
هيونداي أكسنت ٢٠٠٦,"EGP 120,000"
بولو ممتازة مرفوعة ٥ سنوات عداد شرعي ٩٠٠٠٠ دواخل فبريكة,"EGP 110,000"
ميتسوبيشي لانسر شارك خليجي موديل:2015,"EGP 370,000"
كارسيت كرسي سياره للطفل صناعه فرنساوي حاله ممتازه,EGP 600
حالة ممتازة بيتي بمعني الكلمة,"EGP 123,000"
سيلك واير فرامل اليد استيراد,EGP 300
اوبل استرا 2018 كوزمو كسر زيرو ادفع 144000 وقسط بأقل فائده وبدون تأمين,"EGP 187,000"
سيارة اوبل فيكترا c للبيع,"EGP 275,000"
passat 2011 2000 turbo,"EGP 550,000"
اوبل استرا 2018 فابريكة كوزمو ادفع 145 الف واستلم عربيتك و هديتك,"EGP 535,000"
شيفورليه تلاجه فابريكه,"EGP 350,000"
جيلي باندينو اوتوماتيك,"EGP 155,000"
Renault stepway 2018,"EGP 350,000"
لانسر شارك 2018 اردني توب لاين ادفع 169000 وقسط بأقل فائده وبدون تأمين,"EGP 219,000"
حاله ممتازه بالمبات الاصليه,"EGP 2,750"
مطلوب تنايه للايجار الشهري اعتماد,"EGP 3,500"
MG HS  2022,"EGP 775,000"
فتيس كروز محتاج صيانة ايكوتيك,"EGP 4,000"
فابريكه دواخل بالكامل راشه خارجي نضافه في الشركه الوطنيه بدون اي خبطات,"EGP 280,000"
kia Sportag 2018,"EGP 785,000"
BMW X5 2018  X Drive 50i,"EGP 1,750,000"
لانسر شارك 2018 أردني فابريكة توب لاين ادفع 169 الف واستلم عربيتك,"EGP 625,000"
اكصدام خلفي,"EGP 2,000"
شيفورلية n300 كاملة مكيفة فبريكا بالكامل,"EGP 215,000"
golf 7 2016,"EGP 720,000"
عربيه ربع نقل لأي مشوار أو الايجار بالسواق,EGP 100
جنط 15 مرسيدس اصلي,"EGP 3,500"
جديد و مستعمل بدون مصاريف ادارية فايدة 8.5%,"EGP 150,000"
ليون ٢٠١٤ بأسم المالك رخصة حتى ٢٠٢٤,"EGP 440,000"
لانسر شارك 2018 اردني قسط مع الفريد باقل مقدم190000 واستلم,"EGP 230,000"
عربية أوبل أسترا  للإيجار بالسائق للمشواير الخاصة بسعر خرافي,EGP 500
النترا md 2013 اعلي فئة كاملة مفتاح فبريكا بره وجوه,"EGP 415,000"
لهواة النوادر والحالات الشاذة,"EGP 235,000"
كيا سيراتو ٢٠٠٤ لسه فاكه حظر مرخصه ثلاث سنوات عداد شرعي ١٠٠. ٠٠٠ كيلو,"EGP 300,000"
استرا 2018 كوزمو فبريكاا قسط مع الفريد باقل مقدم 170000واستلم,"EGP 200,000"
مرسيدس E200 موديل  2004,"EGP 460,000"
mg6 for sale,"EGP 625,000"
فولكس واجن - تيجوان,"EGP 1,250,000"
شاهين موديل 2006 مشدودة بالكامل للبيع,"EGP 76,000"
سيارة فورد 7 راكب وارد امريكا,"EGP 250,000"
للايجار بوكسر 2023,"EGP 45,000"
طاره دركسيون هيونداي,EGP 350
بيع كرسي سيارة,"EGP 1,100"
فانوس خلفى شمال جيلى ايمجراند بحالة ممتازة,EGP 700
كيا سبورتاج ٢٠٢١,"EGP 1,200,000"
سيارات للبيع,"EGP 256,000"
توسان 2018 فولي لودد اعلي فئه,"EGP 930,000"
سيارة للايجار,EGP 400
Opel Astra,"EGP 410,000"
سكودا فيليشيا,"EGP 70,000"
كونترول اوبل فيكترا بي اصلي جديد سنتر الابواب و الزجاج,"EGP 1,000"
سيارات للايجار,"EGP 16,000"
جيب رانجلر ٢٠١١ فابريكا بحالة ممتازة,"EGP 685,000"
Qashqai 2020,"EGP 775,000"
كورولا ٢٠٢١  الفئه الرابعه,"EGP 835,000"
"Gla200 , 2018","EGP 1,250,000"
ظهر الكنبة الخلفية لنيسان صنى n16 شكل قديم,EGP 450
Cla 2017 AMG,"EGP 1,100,000"
الينترا HD 2021,"EGP 550,000"
رينو كابتشر موديل ٢٠١٥ معاقين,"EGP 295,000"
سوبارو امبريزا ٢٠١٨,"EGP 520,000"
شيفورليه نيو ابترا,"EGP 340,000"
فولكسفاغن جولف ٥,"EGP 350,000"
نيو اوبترا ٢٠١٧,"EGP 350,000"
Ibiza for sale,"EGP 165,000"
BMW 316 F30,"EGP 670,000"
كيا كارنز 2013,"EGP 430,000"
بيع دانمو,"EGP 1,200"
BMW 318 2003 معدل,"EGP 330,000"
عربيه ام جي 5 Luxury,"EGP 500,000"
النترا HD موديل ٢٠١٧ اعلي فئة جميع المواصفات,"EGP 370,000"
سيارة  هيونداي سنتافي 2016 بحالة ممتازة فبريكا بالكامل,"EGP 1,050,000"
لانسر شارك مستوبيشي أعلى فئة قرش,"EGP 460,000"
فيات تيبو ٢٠١٨ فابريكة بالكامل,"EGP 410,000"
سبورتاج توب لاين بلاس ٢٠١٩ بصمة وشنطة كهرباء Sportage 2019 top line +,"EGP 1,000,000"
فيرنا حاله ممتازه جدا,"EGP 177,000"
ope Astra enjoy plus,"EGP 409,000"
fiat punto classic 2009,"EGP 145,000"
كارسيت شيكو,"EGP 1,500"
صنى 2020فبريكه بره وجوه ماعدا اجزاء بلجناب تجميلى خارجى رخصه سنه,"EGP 340,000"
كارسيت ماركه سايبكس الغني عن التعريف   ل٣٦كيلو,"EGP 2,700"
بيع سياره,"EGP 315,000"
شبكه مرسيدس بنز الفئه,"EGP 1,000"
اسبرانزا A516 2008,"EGP 125,000"
مرايا كيا سبورتاج 2015,"EGP 3,500"
c 180,"EGP 1,500,000"
اوبل انسجنيا توب لاين,"EGP 590,000"
افيو 2012 كامله كهرباء منوال,"EGP 220,000"
تيجو 3,"EGP 345,000"
ادفع 120 الف وقسط الباقي واستلم شيفورليه اوبترا 2010 بدون جرام بويه,"EGP 120,000"
مطلوب للشراء جنط ١٧ اوبل استرا الموضح شكله بصوره الاعلان بحاله كويسه,"EGP 2,000"
كيا سيراتو 2022 اعلي فئه الفئه الخامسه,"EGP 755,000"
لخدمه تاجير السيارات بسائق او بدون 5cars,EGP 199
ادفع 115 الف وقسط الباقي واستلم شيفورليه افيو 2013 كسر زيرو,"EGP 115,000"
MERCESDES B200 AMG HIGHLINE,"EGP 660,000"
fiat tipo 2022,"EGP 690,000"
سوزوكي sx4 توب لاين بحالة ممتازة جدا,"EGP 395,000"
شيفروليه افيو 2016,"EGP 275,000"
فانوس لانسر شارك,"EGP 4,000"
للمشاوير من طنطا لجميع المحافظات والمطارات والرحلات واى مكان,EGP 650
seat ibiza فنوس سيات ابيزا استيراد سليم بدون باغه,"EGP 2,000"
افيو . ٢٠٢٠  . كسررررر زيروووو بمعنى الكلمه,"EGP 355,000"
قطع غيار,"EGP 2,400"
جيلي اميجراند x7 فابريكة بالكامل 2019 للبيع,"EGP 440,000"
بيع سياره كسر زيرو,"EGP 490,000"
قطمة سيارة bmw كاملة للبيع كما في الصور,"EGP 1,500"
Mercedes E200 Classic,"EGP 1,440,000"
Golf 7  جولف ٧ للبيع,"EGP 650,000"
فئه رابعه فابريقه بالكامل داخليا وخارجيا,"EGP 680,000"
النترا 2010 فبريكه دواخل,"EGP 279,000"
تويوتا ٢٠٢١ بحاله ممتازه,"EGP 760,000"
A4 اكتافيا للبيع,"EGP 220,000"
شيفروليه افيو,"EGP 260,000"
كيا سيراتو ٢٠١٨,"EGP 500,000"
فيات تيبو ٢٠٢١,"EGP 570,000"
سياره للبيع,"EGP 290,000"
شيفرولية كابتيفا 2020,"EGP 750,000"
جنط جيلي,EGP 750
كيا اكسيد بحاله الزيرو,"EGP 890,000"
"ستروين c3 بيكاسو
موديل 2014","EGP 295,000"
فوانيس هوندا سيفيك  98 اصلى,"EGP 1,200"
bmw 318 2010 فيس ليفت,"EGP 465,000"
ميتسوبيشي باجيرو ٢٠٠٤ فابريكة للبيع,"EGP 550,000"
Car seat,"EGP 3,000"
اريزو ٥ هاي لين ٢٠٢١ فبريكه بالكامل صيانات توكيل بالكامل,"EGP 397,000"
Mercedes GLC 300 Coupe 2023 مرسيدس,"EGP 3,850,000"
تيبو 2020 فبريكاا قسط مع الفريد باقل مقدم 200000واستلم,"EGP 230,000"
قلب طرومبه بنزين,EGP 15
سوبارو XVموديل ٢٠١٤ بحالة جيدة جدا,"EGP 455,000"
Bmw335i,"EGP 930,000"
2 كرسي فيكترا سي بحاله جيده جدا,"EGP 2,500"
جنط حديد,"EGP 1,200"
فانوس خلفي ماتركس بحالة جيدة,EGP 300
اكسنت HCi الفئه التانيه قسط مع الفريد باقل مقدم150000 واستلم,"EGP 170,000"
دايو لاسيتي,"EGP 240,000"
تيبو فيس ليفت حاله شاذه,"EGP 530,000"
اوبل انسجنيا 2017 فبريكا  بالكامل من الداخل والخارج معدا جانبين,"EGP 510,000"
سياره دايو لانوس بحاله ممتازه,"EGP 95,000"
قطعيه اماميه وشنطه وطقم فوانيس خلفي اودي2008 A3,"EGP 3,000"
فبره  البتركب فيها العده والكوريك داخل عجله الاستبن بالشنط مقاس ١٥,EGP 350
بدون سائق,"EGP 13,000"
نيسان,"EGP 14,000"
سياره بالسائق للسفر اليومى,"EGP 1,000"
chicoo cosmos carseat شيكو كوزموس كارسييت,"EGP 3,700"
"Range Rover Sport 2016 30,000 km رانج روفر سبورت","EGP 3,600,000"
اي 240. جميع الكماليات,"EGP 465,000"
2017 المالك من الزيرو,"EGP 465,000"
سكودا فانتازيا ٢٠١٠ ضمان,"EGP 480,000"
مرسيدس اي 200,"EGP 310,000"
فانتازيا 2012 قسط مع الفريد باقل مقدم 200000واستلم,"EGP 200,000"
جيب جراند شرواكى ليمتد,"EGP 2,850,000"
MG 6 2020,"EGP 510,000"
سياره نيسان صني,"EGP 260,000"
معروض,"EGP 190,000"
فانوس سيارة رينو لوجان 2020,EGP 750
jetta 2008,"EGP 410,000"
هيونداي ماتريكس 2006 بحاله الزيرو,"EGP 245,000"
فور فوكس 2007,"EGP 210,000"
لنسر بومه 2007مرور الشرقيه,"EGP 185,000"
01032006600 E300 toplin fapreka,"EGP 1,050,000"
سكودا فيليشيا ٩٨ فبريكة بالكامل,"EGP 85,000"
كيا شوما فابريكه,"EGP 140,000"
